,userid,version,sum_gamerounds,retention_1,retention_7,gameround_group
28532,3179731,gate_30,143,True,True,L
28535,3179984,gate_30,100,True,True,H
28537,3180067,gate_30,33,True,False,A
28540,3180164,gate_30,144,True,False,L
28545,3180986,gate_40,46,False,False,B
28547,3181275,gate_30,40,False,False,B
28551,3181866,gate_30,79,True,False,E
28555,3182065,gate_30,45,True,False,B
28558,3182145,gate_40,141,True,True,L
28568,3183247,gate_40,135,True,False,K
28570,3183426,gate_30,35,False,False,A
28573,3183480,gate_30,43,True,True,B
28574,3183534,gate_40,151,False,False,M
28576,3184140,gate_30,94,True,True,G
28577,3184181,gate_40,156,True,True,M
28579,3184266,gate_30,38,True,False,A
28586,3185224,gate_40,69,True,False,D
28587,3185282,gate_30,51,True,False,C
28594,3186082,gate_40,52,True,False,C
28595,3186167,gate_30,71,True,False,E
28596,3186179,gate_40,45,True,False,B
28599,3186234,gate_30,50,True,False,C
28602,3186630,gate_30,34,True,False,A
28615,3188191,gate_40,158,True,True,M
28616,3188254,gate_30,155,True,True,M
28623,3188946,gate_30,36,True,False,A
28627,3189155,gate_40,50,True,False,C
28630,3189288,gate_30,39,True,False,A
28636,3189832,gate_40,55,True,False,C
28640,3190039,gate_30,33,True,False,A
28641,3190192,gate_30,39,True,False,A
28643,3190396,gate_30,33,False,False,A
28644,3190482,gate_40,89,True,False,F
28645,3190491,gate_30,191,True,False,H
28654,3191590,gate_30,58,True,False,C
28656,3191687,gate_40,126,True,False,J
28657,3191723,gate_30,169,True,True,N
28663,3192344,gate_30,75,False,True,E
28668,3192673,gate_40,59,True,False,C
28671,3192773,gate_30,34,False,False,A
28679,3194030,gate_30,75,True,True,E
28680,3194084,gate_30,33,True,False,A
28683,3194440,gate_40,62,True,False,D
28685,3194479,gate_40,142,True,False,L
28696,3196320,gate_40,46,True,False,B
28701,3197185,gate_40,192,True,True,H
28703,3197456,gate_40,89,True,True,F
28711,3198579,gate_30,83,True,True,F
28713,3198632,gate_40,58,True,True,C
28714,3198726,gate_30,106,False,False,H
28717,3199224,gate_40,161,True,False,N
28724,3200604,gate_40,147,True,False,L
28725,3200672,gate_30,110,True,True,I
28729,3201158,gate_40,44,False,False,B
28735,3201989,gate_40,97,True,True,G
28736,3202011,gate_30,102,True,False,H
28742,3202755,gate_40,118,True,False,I
28745,3203205,gate_30,161,True,True,N
28753,3203799,gate_40,131,True,False,K
28755,3203869,gate_40,113,True,True,I
28757,3204115,gate_30,100,True,False,H
28762,3204365,gate_40,48,True,False,B
28763,3204397,gate_40,44,True,False,B
28772,3205488,gate_30,48,True,False,B
28774,3205782,gate_40,53,True,False,C
28775,3205799,gate_40,47,True,False,B
28777,3206205,gate_30,51,True,True,C
28780,3206501,gate_40,148,True,True,L
28783,3206685,gate_40,74,True,False,E
28788,3207031,gate_40,112,True,True,I
28790,3207218,gate_30,164,False,True,N
28792,3207591,gate_30,33,True,True,A
28794,3208009,gate_40,124,True,True,J
28795,3208470,gate_40,83,True,True,F
28796,3208731,gate_30,39,True,True,A
28798,3208847,gate_30,160,True,False,N
28801,3209039,gate_30,40,True,False,B
28805,3209397,gate_30,38,True,False,A
28819,3211323,gate_30,72,True,False,E
28820,3211392,gate_40,178,False,False,O
28822,3211503,gate_30,33,True,False,A
28824,3211813,gate_40,40,False,False,B
28827,3211868,gate_40,103,True,True,H
28828,3211952,gate_30,44,True,False,B
28829,3212186,gate_30,34,True,False,A
28830,3212207,gate_30,32,True,True,A
28832,3212401,gate_40,59,True,False,C
28833,3212473,gate_30,69,True,True,D
28841,3213495,gate_40,161,True,True,N
28842,3213802,gate_30,63,False,False,D
28844,3213881,gate_40,72,False,False,E
28848,3214246,gate_30,38,True,False,A
28849,3214391,gate_30,49,False,False,B
28855,3215330,gate_30,55,True,False,C
28858,3215685,gate_30,55,False,False,C
28861,3216232,gate_30,36,True,True,A
28863,3216469,gate_30,34,False,False,A
28864,3216527,gate_30,60,True,True,D
28868,3216806,gate_30,99,True,True,G
28871,3217372,gate_30,122,True,True,J
28877,3218221,gate_30,105,False,True,H
28878,3218328,gate_30,73,True,True,E
28879,3218487,gate_30,156,True,False,M
28882,3218978,gate_40,98,True,True,G
28884,3219194,gate_30,89,True,False,F
28885,3219278,gate_30,47,False,True,B
28888,3219775,gate_30,56,True,False,C
28889,3220070,gate_40,99,True,False,G
28891,3220287,gate_30,38,True,False,A
28892,3220481,gate_40,152,True,True,M
28895,3221186,gate_40,57,True,False,C
28896,3221274,gate_30,34,True,True,A
28905,3222280,gate_30,92,False,True,G
28911,3222973,gate_30,48,True,False,B
28913,3223113,gate_30,70,True,True,E
28919,3223683,gate_40,47,True,False,B
28923,3224046,gate_30,111,True,False,I
28925,3224193,gate_40,48,True,False,B
28931,3224660,gate_40,172,True,True,O
28932,3224703,gate_40,67,True,True,D
28935,3225043,gate_30,45,True,False,B
28936,3225050,gate_40,90,True,True,G
28937,3225103,gate_30,38,False,False,A
28940,3225395,gate_30,101,True,False,H
28942,3225489,gate_40,51,False,True,C
28944,3225609,gate_40,162,True,False,N
28945,3225840,gate_30,38,False,False,A
28949,3226117,gate_40,68,True,False,D
28953,3227054,gate_40,61,True,False,D
28960,3227750,gate_30,157,True,True,M
28965,3228588,gate_30,167,True,True,N
28970,3229296,gate_30,68,True,True,D
28971,3229417,gate_30,108,True,True,H
28972,3229452,gate_30,67,True,False,D
28974,3229702,gate_40,135,True,True,K
28977,3230045,gate_30,30,False,False,A
28978,3230234,gate_30,55,True,False,C
28980,3230297,gate_40,125,False,True,J
28981,3230592,gate_30,36,True,False,A
28984,3231106,gate_40,122,True,False,J
28985,3231179,gate_30,36,True,True,A
28986,3231281,gate_30,44,False,False,B
28991,3231925,gate_30,42,True,False,B
28995,3232162,gate_40,46,True,True,B
28998,3232375,gate_30,38,True,False,A
28999,3232380,gate_30,36,False,False,A
29003,3233521,gate_40,76,True,False,E
29015,3234425,gate_40,66,True,False,D
29017,3234512,gate_30,35,True,True,A
29027,3235638,gate_30,114,True,True,I
29030,3235852,gate_40,50,True,False,C
29031,3236176,gate_30,101,True,False,H
29033,3236515,gate_40,178,True,True,O
29037,3236700,gate_40,108,False,False,H
29041,3236934,gate_30,127,False,False,J
29042,3236980,gate_40,51,True,False,C
29043,3236989,gate_40,58,True,False,C
29044,3237166,gate_40,142,True,True,L
29049,3237855,gate_30,41,True,False,B
29053,3237934,gate_30,47,False,False,B
29054,3238097,gate_30,88,True,True,F
29057,3238295,gate_30,39,True,True,A
29063,3238451,gate_30,68,True,False,D
29066,3238581,gate_40,50,True,True,C
29067,3238637,gate_30,83,True,False,F
29068,3238766,gate_40,53,True,False,C
29070,3238807,gate_40,168,False,True,N
29078,3239618,gate_30,40,True,False,B
29085,3240197,gate_30,39,True,False,A
29091,3241147,gate_40,76,True,False,E
29093,3241251,gate_40,40,False,False,B
29095,3241487,gate_30,111,True,True,I
29096,3241634,gate_30,38,True,False,A
29100,3242045,gate_30,132,True,True,K
29106,3242661,gate_30,63,True,False,D
29107,3242727,gate_40,64,True,True,D
29110,3242855,gate_40,64,True,False,D
29123,3244392,gate_40,61,True,False,D
29128,3244728,gate_30,162,True,False,N
29130,3244932,gate_30,89,True,False,F
29135,3245667,gate_40,162,True,True,N
29137,3245702,gate_30,74,True,False,E
29138,3245704,gate_30,109,True,False,H
29140,3246095,gate_30,123,True,False,J
29142,3246459,gate_40,43,True,False,B
29143,3246489,gate_40,57,True,True,C
29147,3246656,gate_40,82,True,True,F
29151,3246888,gate_40,125,True,True,J
29152,3246947,gate_30,97,True,False,G
29156,3247264,gate_30,64,True,False,D
29164,3248381,gate_30,39,True,False,A
29165,3248385,gate_30,48,True,False,B
29166,3248475,gate_40,98,True,True,G
29167,3248484,gate_30,162,True,False,N
29169,3248564,gate_30,65,False,False,D
29170,3248690,gate_30,39,False,True,A
29173,3248801,gate_40,70,True,False,E
29176,3249795,gate_40,45,False,True,B
29187,3250906,gate_30,40,True,True,B
29200,3251930,gate_40,52,False,False,C
29203,3252105,gate_40,51,True,False,C
29205,3252155,gate_30,48,True,False,B
29215,3252657,gate_30,187,True,True,P
29216,3252666,gate_30,58,True,False,C
29221,3252892,gate_30,53,True,True,C
29224,3253148,gate_40,103,True,True,H
29228,3253478,gate_40,83,True,False,F
29229,3253569,gate_40,78,True,False,E
29232,3253822,gate_30,77,False,False,E
29235,3253974,gate_30,45,True,False,B
29238,3254390,gate_40,164,True,False,N
29242,3255706,gate_30,34,True,False,A
29243,3255889,gate_40,71,True,False,E
29261,3256899,gate_40,69,True,True,D
29273,3258519,gate_30,49,True,True,B
29280,3258876,gate_40,108,True,False,H
29295,3259959,gate_30,58,True,False,C
29296,3260091,gate_40,56,False,False,C
29297,3260209,gate_30,105,False,False,H
29299,3260454,gate_40,46,False,False,B
29302,3260789,gate_40,118,True,True,I
29303,3260948,gate_40,52,True,True,C
29311,3261430,gate_30,99,True,False,G
29312,3261661,gate_30,33,False,False,A
29313,3261788,gate_30,33,False,False,A
29319,3262397,gate_30,56,True,False,C
29326,3263305,gate_40,68,True,True,D
29328,3263387,gate_40,124,True,False,J
29331,3263575,gate_30,41,False,False,B
29334,3263841,gate_40,62,True,False,D
29347,3265242,gate_40,81,True,False,F
29352,3265875,gate_30,64,True,True,D
29360,3266704,gate_40,77,True,False,E
29363,3266903,gate_30,147,True,True,L
29364,3266912,gate_30,72,True,False,E
29368,3267282,gate_40,40,False,False,B
29370,3267550,gate_40,158,True,True,M
29377,3267990,gate_30,80,False,False,F
29388,3269345,gate_40,141,True,False,L
29390,3269598,gate_30,31,False,False,A
29392,3269618,gate_30,125,True,True,J
29398,3270258,gate_30,76,False,True,E
29401,3270377,gate_30,141,True,False,L
29405,3270929,gate_40,118,True,True,I
29408,3271073,gate_30,53,True,False,C
29414,3271324,gate_30,104,True,True,H
29418,3271681,gate_30,103,True,False,H
29419,3271716,gate_40,164,True,True,N
29427,3272622,gate_30,83,False,False,F
29428,3272655,gate_40,75,True,False,E
29435,3273458,gate_30,55,True,True,C
29437,3273589,gate_40,60,False,False,D
29442,3274064,gate_30,117,True,False,I
29444,3274410,gate_40,61,True,False,D
29445,3274863,gate_30,111,True,True,I
29452,3275241,gate_30,66,True,False,D
29454,3275319,gate_40,77,False,False,E
29459,3275968,gate_30,39,True,False,A
29460,3275976,gate_30,41,True,False,B
29464,3276204,gate_40,79,True,True,E
29469,3276503,gate_40,144,True,False,L
29472,3276695,gate_30,138,True,True,K
29474,3276982,gate_30,33,True,False,A
29482,3277913,gate_40,97,True,False,G
29488,3279157,gate_30,77,False,True,E
29489,3279439,gate_30,107,False,False,H
29495,3279953,gate_30,187,True,False,P
29501,3280914,gate_30,32,True,False,A
29502,3281063,gate_30,46,True,False,B
29504,3281383,gate_30,183,True,True,P
29508,3281760,gate_30,91,True,True,G
29515,3282131,gate_40,133,False,False,K
29527,3283520,gate_40,83,True,False,F
29534,3284167,gate_40,54,True,True,C
29537,3284963,gate_40,105,True,True,H
29539,3285175,gate_40,63,True,False,D
29547,3286159,gate_30,65,True,False,D
29548,3286203,gate_30,75,True,True,E
29551,3286755,gate_30,34,True,False,A
29555,3287677,gate_30,30,True,False,A
29557,3288098,gate_30,44,False,False,B
29561,3289106,gate_30,36,True,False,A
29569,3290169,gate_40,57,True,False,C
29573,3290570,gate_30,50,True,False,C
29574,3290696,gate_40,121,False,True,J
29575,3290797,gate_30,41,True,False,B
29577,3290954,gate_30,61,True,False,D
29579,3291305,gate_30,46,True,False,B
29586,3292237,gate_40,127,True,True,J
29587,3292263,gate_30,81,True,True,F
29588,3292271,gate_30,34,False,False,A
29590,3292623,gate_30,193,True,True,H
29597,3293439,gate_30,132,True,False,K
29603,3294392,gate_40,85,True,False,F
29605,3294492,gate_40,67,True,True,D
29607,3294542,gate_30,69,True,True,D
29608,3294597,gate_40,159,True,False,M
29612,3295379,gate_40,76,True,False,E
29614,3295517,gate_40,136,True,True,K
29615,3295608,gate_30,35,True,False,A
29619,3295830,gate_40,47,True,False,B
29627,3296620,gate_40,52,False,False,C
29631,3296713,gate_30,48,True,False,B
29635,3297459,gate_40,177,True,True,O
29637,3297622,gate_30,130,True,False,K
29640,3297814,gate_40,60,True,True,D
29649,3299053,gate_30,69,True,True,D
29655,3299590,gate_30,149,True,False,L
29659,3299876,gate_30,34,True,False,A
29668,3301342,gate_30,92,True,False,G
29680,3302426,gate_40,44,True,False,B
29684,3302576,gate_40,106,True,False,H
29688,3303198,gate_40,87,True,False,F
29689,3303639,gate_40,168,True,True,N
29698,3304969,gate_30,67,False,False,D
29700,3305136,gate_30,72,False,False,E
29703,3305587,gate_40,81,True,False,F
29714,3306660,gate_30,31,False,False,A
29718,3307511,gate_40,146,True,True,L
29726,3309006,gate_30,31,False,True,A
29736,3311928,gate_40,41,True,False,B
29744,3312727,gate_30,59,True,False,C
29751,3312992,gate_30,48,True,True,B
29752,3313043,gate_40,116,True,True,I
29753,3313225,gate_40,187,True,True,P
29756,3313455,gate_30,107,True,True,H
29757,3313593,gate_40,55,True,False,C
29765,3314698,gate_30,59,True,True,C
29772,3315709,gate_30,69,True,False,D
29773,3315770,gate_40,56,True,False,C
29789,3318032,gate_40,48,True,False,B
29790,3318105,gate_30,53,True,True,C
29795,3318379,gate_30,34,True,False,A
29800,3318767,gate_30,33,True,False,A
29807,3319312,gate_30,68,True,False,D
29816,3319895,gate_40,53,True,False,C
29820,3320288,gate_30,61,True,False,D
29821,3320423,gate_30,76,True,False,E
29822,3320621,gate_40,53,False,False,C
29829,3321032,gate_30,172,True,True,O
29830,3321291,gate_30,60,True,True,D
29835,3321522,gate_40,104,True,True,H
29836,3321591,gate_30,71,True,True,E
29837,3321607,gate_30,42,False,False,B
29839,3321981,gate_40,79,True,True,E
29840,3322039,gate_30,34,True,False,A
29843,3322234,gate_30,92,False,False,G
29847,3322594,gate_40,89,True,True,F
29850,3323113,gate_40,69,True,False,D
29852,3323195,gate_30,63,True,True,D
29854,3323264,gate_40,84,True,False,F
29860,3324032,gate_40,46,False,False,B
29861,3324104,gate_30,81,True,False,F
29868,3325029,gate_30,157,True,True,M
29869,3325258,gate_30,75,True,False,E
29882,3326980,gate_30,132,True,False,K
29883,3327028,gate_30,82,True,False,F
29887,3327509,gate_30,162,True,False,N
29893,3328351,gate_30,88,True,True,F
29895,3328585,gate_30,34,True,False,A
29897,3328705,gate_30,73,True,False,E
29901,3329309,gate_30,35,False,False,A
29904,3329457,gate_40,94,True,False,G
29907,3329603,gate_30,49,True,True,B
29908,3329604,gate_40,80,False,False,F
29914,3329803,gate_30,98,True,True,G
29916,3329931,gate_40,64,False,False,D
29920,3330230,gate_30,105,False,True,H
29926,3331106,gate_40,169,True,False,N
29928,3331263,gate_30,163,True,False,N
29932,3331533,gate_40,174,True,True,O
29938,3332276,gate_40,75,True,False,E
29939,3332362,gate_40,89,True,False,F
29942,3332529,gate_30,43,False,True,B
29951,3333669,gate_40,178,True,True,O
29952,3333715,gate_30,77,True,False,E
29953,3333823,gate_30,188,True,False,P
29958,3334455,gate_30,50,True,False,C
29962,3335015,gate_40,158,False,False,M
29964,3335064,gate_30,34,True,False,A
29965,3335109,gate_40,104,True,True,H
29966,3335286,gate_40,109,True,False,H
29967,3335613,gate_30,84,True,True,F
29970,3335841,gate_40,61,True,False,D
29973,3336048,gate_30,68,True,False,D
29986,3337537,gate_30,109,True,True,H
29987,3337565,gate_30,76,True,False,E
29989,3337860,gate_30,163,True,True,N
29990,3338335,gate_40,53,False,False,C
29996,3339163,gate_40,42,False,False,B
30002,3339527,gate_40,187,True,True,P
30003,3339756,gate_40,43,False,False,B
30004,3339789,gate_40,44,True,False,B
30007,3339957,gate_40,49,True,False,B
30008,3340076,gate_30,132,True,True,K
30012,3340439,gate_30,70,True,False,E
30013,3340501,gate_40,42,True,False,B
30016,3340785,gate_30,187,True,True,P
30019,3341370,gate_40,147,True,False,L
30027,3342548,gate_40,63,True,False,D
30029,3342941,gate_30,80,True,True,F
30030,3343085,gate_40,168,True,True,N
30034,3343671,gate_30,41,True,True,B
30037,3344113,gate_40,45,True,False,B
30040,3344515,gate_30,62,True,False,D
30042,3344551,gate_30,35,True,False,A
30043,3344575,gate_40,73,True,False,E
30058,3346979,gate_30,38,True,True,A
30059,3346992,gate_40,185,True,False,P
30064,3347635,gate_30,193,True,False,H
30065,3347684,gate_40,60,True,False,D
30072,3348352,gate_30,136,True,True,K
30076,3348984,gate_30,52,True,False,C
30077,3349129,gate_40,73,True,False,E
30080,3349343,gate_30,32,True,False,A
30086,3350409,gate_30,60,True,False,D
30090,3350887,gate_30,89,True,False,F
30093,3351182,gate_40,41,True,False,B
30094,3351492,gate_40,66,True,False,D
30096,3352255,gate_40,141,True,True,L
30097,3352318,gate_40,124,True,False,J
30098,3352367,gate_40,66,True,False,D
30100,3352394,gate_40,78,True,True,E
30101,3352449,gate_30,60,True,False,D
30102,3352499,gate_30,36,True,False,A
30106,3353190,gate_40,64,True,True,D
30107,3353465,gate_40,70,True,False,E
30109,3353510,gate_40,68,True,False,D
30110,3353621,gate_30,42,True,False,B
30114,3354111,gate_30,43,False,False,B
30122,3354764,gate_30,47,True,False,B
30124,3355039,gate_30,82,True,False,F
30133,3356288,gate_30,71,False,False,E
30135,3356405,gate_40,54,True,True,C
30138,3356737,gate_30,100,True,True,H
30140,3356835,gate_30,42,True,False,B
30144,3356916,gate_30,68,True,False,D
30146,3356985,gate_40,41,True,False,B
30151,3357247,gate_30,149,True,True,L
30153,3357394,gate_30,49,True,False,B
30154,3357395,gate_30,67,True,True,D
30160,3357937,gate_40,44,True,False,B
30161,3357967,gate_40,101,True,True,H
30164,3358102,gate_40,122,True,True,J
30168,3358509,gate_30,30,False,False,A
30175,3359399,gate_30,39,True,False,A
30176,3359434,gate_40,57,True,False,C
30177,3359511,gate_30,54,False,False,C
30179,3359785,gate_40,53,True,False,C
30180,3359888,gate_40,167,True,True,N
30187,3361028,gate_30,84,True,False,F
30192,3362018,gate_30,30,False,False,A
30203,3362791,gate_40,42,True,True,B
30211,3363845,gate_40,84,True,False,F
30219,3364960,gate_40,63,True,False,D
30221,3365256,gate_40,43,True,True,B
30227,3366069,gate_30,39,True,False,A
30228,3366166,gate_40,118,True,True,I
30229,3366167,gate_30,67,True,False,D
30232,3366296,gate_40,65,True,True,D
30235,3366581,gate_30,81,True,True,F
30238,3366775,gate_40,132,True,True,K
30240,3367056,gate_30,164,True,True,N
30243,3367180,gate_30,30,False,False,A
30252,3368180,gate_30,140,True,False,L
30259,3368536,gate_40,65,True,False,D
30260,3368607,gate_40,130,False,True,K
30266,3369273,gate_30,152,True,True,M
30268,3369518,gate_30,125,True,False,J
30278,3370400,gate_40,51,True,False,C
30279,3370412,gate_40,41,True,False,B
30280,3370520,gate_40,88,True,True,F
30283,3370811,gate_30,55,True,True,C
30284,3370842,gate_30,31,False,False,A
30289,3371189,gate_30,82,True,False,F
30291,3371509,gate_30,51,True,False,C
30294,3371854,gate_40,67,False,False,D
30305,3373313,gate_30,84,True,True,F
30307,3373469,gate_40,40,True,False,B
30309,3373749,gate_30,185,True,True,P
30314,3374076,gate_30,37,False,False,A
30316,3374137,gate_40,133,True,True,K
30320,3374429,gate_30,46,True,False,B
